,id,type_of_contract,type_of_contract2,channel,datetime,Term,payment_type,product,amount,state,overdue_count,overdue,credit rating,bank,cancellation,age,Mileage
11758,66766419,렌탈,Promotion,하이마트,2019-11-10,60,CMS,K1,105900,계약확정,0,없음,3.0,신한은행,정상,46.52169826507316,
11791,66765978,렌탈,Package,홈쇼핑/방송,2019-11-10,60,CMS,K1,81900,계약확정,2,있음,9.0,새마을금고,정상,46.40864418784246,
11866,66759672,렌탈,Package,홈쇼핑/방송,2019-11-10,60,카드이체,K2,81900,계약확정,0,없음,5.0,신한카드,정상,46.49337063959872,
11900,66766834,렌탈,Package,홈쇼핑/방송,2019-11-10,60,카드이체,K1,81900,계약확정,0,없음,1.0,BC카드,정상,46.578097091354984,
11904,66238368,렌탈,Extension_Rental,일반,2019-11-10,60,카드이체,K1,102900,계약확정,0,없음,7.0,신한카드,정상,46.43872626336736,
11932,66722734,렌탈,Promotion,서비스 방문,2019-11-10,36,카드이체,K2,102900,계약확정,0,없음,2.0,롯데카드,정상,46.93009205103289,
11938,66761856,렌탈,Normal,홈쇼핑/방송,2019-11-10,60,CMS,K1,96900,계약확정,0,없음,4.0,신한은행,정상,46.505780002285476,
11952,66298704,렌탈,Extension_Rental,서비스 방문,2019-11-10,60,CMS,K1,96900,계약확정,0,없음,2.0,신한은행,정상,46.54814322816361,
11965,66766293,렌탈,Promotion,서비스 방문,2019-11-10,60,카드이체,K3,90900,계약확정,0,없음,6.0,국민카드,정상,46.466925676508275,
11972,66767088,렌탈,Normal,렌탈총판,2019-11-10,60,CMS,K1,96900,계약확정,0,없음,8.0,국민은행,정상,46.421053550529216,
11974,66766839,렌탈,Normal,서비스 방문,2019-11-10,60,CMS,K2,87900,계약확정,2,있음,7.0,국민은행,정상,46.44749851361967,
12018,66423143,멤버십,TAS,렌탈재계약,2019-11-10,12,카드이체,K1,66900,해약확정,0,없음,6.0,현대카드,해약,47.25187672285237,
12036,66766642,렌탈,Normal,서비스 방문,2019-11-10,60,카드이체,K1,87900,계약확정,0,없음,2.0,롯데카드,정상,46.553406578315,
12045,66766127,렌탈,Promotion,홈쇼핑/방송,2019-11-10,60,CMS,K1,96900,계약확정,0,없음,6.0,새마을금고,정상,46.46341677640735,
12061,66428502,멤버십,TAS,렌탈재계약,2019-11-11,12,CMS,K1,66900,계약확정,0,없음,2.0,신한은행,정상,47.33660317460863,
12069,66767549,렌탈,Package,홈쇼핑/방송,2019-11-11,60,CMS,K2,81900,계약확정,0,없음,1.0,국민은행,정상,46.578097091354984,
12088,66767419,렌탈,Promotion,서비스 방문,2019-11-11,60,CMS,K2,90900,계약확정,0,없음,6.0,기업은행,정상,46.466925676508275,
12117,66762150,렌탈,Promotion,홈쇼핑/방송,2019-11-11,60,카드이체,K1,96900,계약확정,0,없음,2.0,외환카드,정상,46.54814322816361,
12123,66765976,렌탈,Package,홈쇼핑/방송,2019-11-11,60,CMS,K1,81900,계약확정,0,없음,5.0,신한은행,정상,46.49337063959872,
12158,66256182,렌탈,Extension_Rental,서비스 방문,2019-11-11,60,CMS,K1,102900,계약확정,0,없음,1.0,농협은행,정상,46.56581594100175,
12200,66203911,렌탈,Extension_Rental,서비스 방문,2019-11-11,60,CMS,K1,96900,계약확정,0,없음,6.0,BC카드,정상,46.46341677640735,
12247,66759676,렌탈,Package,홈쇼핑/방송,2019-11-11,60,CMS,K1,81900,계약확정,0,없음,7.0,국민은행,정상,46.451007413720596,
12257,66152332,렌탈,Package,홈쇼핑/방송,2019-11-11,60,CMS,K1,81900,계약확정,0,없음,6.0,농협은행,정상,46.472189026659656,
12302,66766245,렌탈,Package,홈쇼핑/방송,2019-11-11,60,CMS,K2,81900,계약확정,0,없음,4.0,대구은행,정상,46.51455225253779,
12308,66766662,렌탈,Package,홈쇼핑/방송,2019-11-11,60,카드이체,K2,81900,계약확정,0,없음,1.0,BC카드,정상,46.578097091354984,
12334,66767610,렌탈,Package,홈쇼핑/방송,2019-11-11,60,카드이체,K1,90900,계약확정,0,없음,3.0,외환카드,정상,46.53047051532547,
12356,66767677,렌탈,Package,서비스 방문,2019-11-11,60,CMS,K2,81900,계약확정,0,없음,8.0,우체국,정상,46.42982580078153,
12360,66767531,렌탈,Promotion,서비스 방문,2019-11-11,36,CMS,K2,102900,계약확정,0,없음,1.0,국민은행,정상,46.95127366397195,
12370,66767325,렌탈,Normal,렌탈총판,2019-11-11,60,CMS,K1,96900,계약확정,0,없음,1.0,국민은행,정상,46.56932484110268,
12386,66427049,멤버십,TAS,렌탈재계약,2019-11-11,12,CMS,K1,66900,계약확정,0,없음,2.0,기업은행,정상,47.33660317460863,
12424,66503338,렌탈,Normal,홈쇼핑/방송,2019-11-11,60,카드이체,K1,96900,계약확정,0,없음,3.0,현대카드,정상,46.52696161522454,
12471,66766410,렌탈,Normal,서비스 방문,2019-11-11,60,CMS,K1,96900,계약확정,0,없음,2.0,우리은행,정상,46.54814322816361,
12494,66766890,렌탈,Package,홈쇼핑/방송,2019-11-11,60,CMS,K2,81900,계약확정,0,없음,3.0,농협은행,정상,46.53573386547686,
12525,66766164,렌탈,Normal,서비스 방문,2019-11-11,60,CMS,K1,96900,계약확정,0,없음,5.0,농협은행,정상,46.48459838934642,
12549,66767109,렌탈,Normal,서비스 방문,2019-11-11,60,CMS,K1,96900,계약확정,0,없음,1.0,국민은행,정상,46.56932484110268,
12563,66765418,렌탈,Package,서비스 방문,2019-11-11,60,CMS,K1,81900,계약확정,0,없음,6.0,농협은행,정상,46.472189026659656,
12575,66767037,렌탈,Promotion,R인터넷,2019-11-11,60,카드이체,K1,105900,계약확정,0,없음,1.0,현대카드,정상,46.56406149095129,
12592,66313667,렌탈,Promotion,서비스 방문,2019-11-11,60,CMS,K1,105900,계약확정,0,없음,3.0,국민은행,정상,46.52169826507316,
12632,66766273,렌탈,Promotion,서비스 방문,2019-11-11,60,CMS,K1,105900,계약확정,0,없음,2.0,신한은행,정상,46.54287987801222,
12653,66428407,멤버십,TAS,렌탈재계약,2019-11-11,12,CMS,K1,66900,계약확정,0,없음,4.0,우리은행,정상,47.2942399487305,
12686,66765919,렌탈,Normal,렌탈총판,2019-11-11,60,CMS,K1,111900,계약확정,0,없음,4.0,신한은행,정상,46.49700775203317,
12691,66767222,렌탈,Normal,서비스 방문,2019-11-11,60,CMS,K1,96900,계약확정,0,없음,1.0,국민은행,정상,46.56932484110268,
12711,66259992,렌탈,Extension_Rental,서비스 방문,2019-11-11,60,CMS,K1,96900,계약확정,0,없음,8.0,기업은행,정상,46.421053550529216,
12734,66428629,멤버십,TAS,렌탈재계약,2019-11-11,12,CMS,K1,66900,해약확정,0,없음,2.0,경남은행,해약,47.33660317460863,
12752,66767526,렌탈,Normal,서비스 방문,2019-11-11,60,CMS,K1,96900,계약확정,0,없음,1.0,씨티은행,정상,46.56932484110268,
12763,66767738,렌탈,Package,홈쇼핑/방송,2019-11-12,60,CMS,K1,81900,계약확정,2,있음,4.0,국민은행,정상,46.51455225253779,
12832,66767883,렌탈,Promotion,일반,2019-11-12,60,CMS,K1,105900,계약확정,0,없음,3.0,기업은행,정상,46.52169826507316,
12844,66767373,렌탈,Promotion,전자랜드,2019-11-12,60,CMS,K1,96900,계약확정,0,없음,3.0,우리은행,정상,46.52696161522454,
12878,66428649,멤버십,TAS,렌탈재계약,2019-11-12,12,CMS,K1,66900,계약확정,0,없음,2.0,국민은행,정상,47.33660317460863,
12889,66323612,렌탈,Extension_Rental,서비스 방문,2019-11-12,60,CMS,K1,102900,계약확정,0,없음,4.0,기업은행,정상,46.50227110218456,
12914,66699683,렌탈,Package,홈쇼핑/방송,2019-11-12,60,카드이체,K1,81900,계약확정,0,없음,6.0,롯데카드,정상,46.472189026659656,
12977,66428610,멤버십,TAS,렌탈재계약,2019-11-12,12,CMS,K1,66900,계약확정,0,없음,4.0,우리은행,정상,47.2942399487305,
13031,66420983,렌탈,Extension_Rental,서비스 방문,2019-11-12,60,카드이체,K1,96900,계약확정,0,없음,4.0,롯데카드,정상,46.505780002285476,
13033,66206982,렌탈,Package,홈쇼핑/방송,2019-11-12,60,카드이체,K2,81900,계약확정,0,없음,3.0,국민카드,정상,46.53573386547686,
13039,66767813,렌탈,Normal,영업방판,2019-11-12,60,카드이체,K1,96900,계약확정,0,없음,2.0,롯데카드,정상,46.54814322816361,
13105,66767641,렌탈,Promotion,하이마트,2019-11-12,60,카드이체,K1,96900,계약확정,0,없음,3.0,국민카드,정상,46.52696161522454,
13118,66767823,렌탈,Normal,렌탈총판,2019-11-12,60,CMS,K1,96900,계약확정,0,없음,4.0,대구은행,정상,46.505780002285476,
13139,66767812,렌탈,Package,일반,2019-11-12,60,카드이체,K3,95400,계약확정,0,없음,1.0,국민카드,정상,46.570202066127905,
13256,66765123,렌탈,Package,홈쇼핑/방송,2019-11-12,60,CMS,K2,81900,계약확정,0,없음,8.0,국민은행,정상,46.42982580078153,
13259,66428929,렌탈,Package,홈쇼핑/방송,2019-11-12,60,CMS,K1,81900,계약확정,0,없음,4.0,국민은행,정상,46.51455225253779,
13268,66178886,렌탈,Extension_Rental,서비스 방문,2019-11-12,60,CMS,K1,96900,계약확정,0,없음,1.0,국민은행,정상,46.56932484110268,
13304,66768142,렌탈,Promotion,전자랜드,2019-11-12,60,CMS,K1,111900,계약확정,0,없음,1.0,국민은행,정상,46.560552590850364,
13314,66766893,렌탈,Package,홈쇼핑/방송,2019-11-12,60,카드이체,K1,81900,계약확정,0,없음,2.0,롯데카드,정상,46.55691547841592,
13359,66766066,렌탈,Promotion,렌탈총판,2019-11-12,39,카드이체,K5,120900,계약확정,0,없음,2.0,롯데카드,정상,46.87138313535884,
13363,66767869,렌탈,Promotion,서비스 방문,2019-11-12,60,카드이체,K1,111900,계약확정,0,없음,5.0,외환카드,정상,46.4758261390941,
13376,66767978,렌탈,Promotion,일반,2019-11-12,60,CMS,K1,105900,계약확정,0,없음,1.0,국민은행,정상,46.56406149095129,
13385,66767669,렌탈,Package,홈쇼핑/방송,2019-11-12,60,CMS,K1,81900,계약확정,1,있음,8.0,국민은행,정상,46.42982580078153,
13401,66768031,렌탈,Normal,영업방판,2019-11-12,60,카드이체,K1,87900,계약확정,0,없음,2.0,현대카드,정상,46.553406578315,
13432,66429459,렌탈,Extension_Rental,서비스 방문,2019-11-13,60,CMS,K1,102900,계약확정,0,없음,6.0,씨티은행,정상,46.459907876306424,
13460,66596272,렌탈,Promotion,서비스 방문,2019-11-13,60,CMS,K2,90900,계약확정,0,없음,2.0,농협은행,정상,46.551652128264536,
13476,66756556,렌탈,Package,홈쇼핑/방송,2019-11-13,60,카드이체,K2,81900,계약확정,0,없음,1.0,롯데카드,정상,46.578097091354984,
13516,66768028,렌탈,Normal,서비스 방문,2019-11-13,60,CMS,K1,87900,계약확정,0,없음,5.0,경남은행,정상,46.4898617394978,
13529,66768258,렌탈,Normal,서비스 방문,2019-11-13,60,CMS,K1,96900,계약확정,0,없음,5.0,국민은행,정상,46.48459838934642,
13534,66761110,렌탈,Promotion,영업방판,2019-11-13,60,CMS,K1,105900,계약확정,0,없음,8.0,SC제일은행,정상,46.415790200377835,
13536,66158161,렌탈,Extension_Rental,서비스 방문,2019-11-13,60,CMS,K1,96900,계약확정,0,없음,4.0,SC제일은행,정상,46.505780002285476,
13560,66147626,렌탈,Normal,렌탈총판,2019-11-13,60,CMS,K1,96900,계약확정,0,없음,3.0,국민은행,정상,46.52696161522454,
13571,66768491,렌탈,Normal,서비스 방문,2019-11-13,60,카드이체,K1,96900,계약확정,0,없음,6.0,국민카드,정상,46.46341677640735,
13618,66760446,렌탈,Package,홈쇼핑/방송,2019-11-13,60,카드이체,K2,81900,계약확정,0,없음,1.0,롯데카드,정상,46.578097091354984,
13691,66765651,렌탈,Package,홈쇼핑/방송,2019-11-13,60,CMS,K1,81900,계약확정,0,없음,2.0,국민은행,정상,46.55691547841592,
13700,66188816,렌탈,Extension_Rental,서비스 방문,2019-11-13,60,CMS,K1,96900,계약확정,0,없음,2.0,기업은행,정상,46.54814322816361,
13721,66768203,렌탈,Normal,일반,2019-11-13,60,CMS,K1,96900,계약확정,0,없음,2.0,농협은행,정상,46.54814322816361,
13766,66125906,렌탈,Extension_Rental,서비스 방문,2019-11-13,60,CMS,K1,96900,계약확정,0,없음,1.0,국민은행,정상,46.56932484110268,
13800,66170245,렌탈,Promotion,렌탈총판,2019-11-13,60,카드이체,K1,105900,계약확정,0,없음,1.0,롯데카드,정상,46.56406149095129,
13830,66768255,렌탈,Normal,서비스 방문,2019-11-13,60,카드이체,K1,96900,계약확정,0,없음,5.0,삼성카드,정상,46.48459838934642,
13876,66431291,렌탈,Extension_Rental,서비스 방문,2019-11-13,60,CMS,K1,96900,계약확정,1,있음,5.0,신한은행,정상,46.48459838934642,
13913,66765944,렌탈,Normal,홈쇼핑/방송,2019-11-13,60,카드이체,K1,96900,계약확정,0,없음,6.0,롯데카드,정상,46.46341677640735,
13915,66764683,렌탈,Package,홈쇼핑/방송,2019-11-13,60,CMS,K1,81900,계약확정,0,없음,4.0,국민은행,정상,46.51455225253779,
13922,66766516,렌탈,Normal,홈쇼핑/방송,2019-11-13,60,카드이체,K2,96900,계약확정,0,없음,6.0,롯데카드,정상,46.46341677640735,
13975,66754161,렌탈,Promotion,전자랜드,2019-11-14,60,CMS,K1,96900,계약확정,0,없음,4.0,신한은행,정상,46.505780002285476,
14041,66765735,렌탈,Promotion,렌탈총판,2019-11-14,60,카드이체,K1,105900,계약확정,0,없음,3.0,롯데카드,정상,46.52169826507316,
14052,66767564,렌탈,Promotion,서비스 방문,2019-11-14,60,CMS,K3,90900,계약확정,0,없음,9.0,국민은행,정상,46.403380837691074,
14145,66768312,렌탈,Normal,영업방판,2019-11-14,60,카드이체,K1,96900,계약확정,0,없음,3.0,삼성카드,정상,46.52696161522454,
14157,66768648,렌탈,Promotion,렌탈총판,2019-11-14,60,카드이체,K1,105900,계약확정,0,없음,4.0,롯데카드,정상,46.500516652134095,
14227,66756007,렌탈,Package,홈쇼핑/방송,2019-11-14,60,카드이체,K1,98400,계약확정,0,없음,2.0,롯데카드,정상,46.54726600313838,
14278,66768778,렌탈,Normal,영업방판,2019-11-14,60,CMS,K1,96900,계약확정,0,없음,3.0,우리은행,정상,46.52696161522454,
14298,66423328,렌탈,Promotion,서비스 방문,2019-11-14,60,CMS,K2,90900,계약확정,0,없음,3.0,SC제일은행,정상,46.53047051532547,
14300,66328875,렌탈,Normal,서비스 방문,2019-11-14,60,CMS,K1,96900,계약확정,0,없음,1.0,신한은행,정상,46.56932484110268,
14310,66193883,렌탈,Extension_Rental,서비스 방문,2019-11-14,60,CMS,K1,96900,계약확정,0,없음,1.0,대구은행,정상,46.56932484110268,
14346,66767136,렌탈,Normal,렌탈총판,2019-11-14,60,CMS,K1,96900,계약확정,0,없음,6.0,우리은행,정상,46.46341677640735,
14378,66768796,렌탈,Promotion,하이마트,2019-11-14,60,CMS,K1,96900,계약확정,0,없음,6.0,농협은행,정상,46.46341677640735,
14427,66768867,렌탈,Normal,렌탈총판,2019-11-14,60,CMS,K1,96900,계약확정,0,없음,3.0,국민은행,정상,46.52696161522454,
14515,66428994,멤버십,TAS,렌탈재계약,2019-11-14,12,CMS,K1,66900,계약확정,0,없음,8.0,신한은행,정상,47.20951349697424,
14523,66768522,렌탈,Promotion,서비스 방문,2019-11-14,60,CMS,K1,105900,계약확정,0,없음,2.0,국민은행,정상,46.54287987801222,
14584,66767472,렌탈,Promotion,렌탈총판,2019-11-15,60,CMS,K1,105900,계약확정,0,없음,1.0,국민은행,정상,46.56406149095129,
14598,66768584,렌탈,Package,홈쇼핑/방송,2019-11-15,60,카드이체,K2,81900,계약확정,0,없음,1.0,롯데카드,정상,46.578097091354984,
14605,66428667,멤버십,TAS,렌탈재계약,2019-11-15,12,CMS,K1,66900,계약확정,0,없음,5.0,국민은행,정상,47.27305833579144,
14696,66768293,렌탈,Normal,서비스 방문,2019-11-15,60,CMS,K1,87900,계약확정,0,없음,5.0,신한은행,정상,46.4898617394978,
14722,66765893,렌탈,Normal,홈쇼핑/방송,2019-11-15,60,CMS,K1,96900,계약확정,0,없음,4.0,농협은행,정상,46.505780002285476,
14733,66766648,렌탈,Package,홈쇼핑/방송,2019-11-15,60,카드이체,K2,81900,계약확정,0,없음,1.0,롯데카드,정상,46.578097091354984,
14784,66428700,렌탈,Extension_Rental,서비스 방문,2019-11-15,60,카드이체,K1,96900,계약확정,0,없음,3.0,롯데카드,정상,46.52696161522454,
14818,66330837,렌탈,Package,홈쇼핑/방송,2019-11-15,60,카드이체,K2,81900,계약확정,0,없음,4.0,롯데카드,정상,46.51455225253779,
14861,66766787,렌탈,Package,홈쇼핑/방송,2019-11-15,60,CMS,K2,81900,계약확정,0,없음,2.0,농협은행,정상,46.55691547841592,
14863,66769196,렌탈,Normal,서비스 방문,2019-11-15,60,CMS,K1,87900,계약확정,0,없음,2.0,부산은행,정상,46.553406578315,
14891,66258115,렌탈,Extension_Rental,서비스 방문,2019-11-15,60,CMS,K1,102900,계약확정,0,없음,1.0,국민은행,정상,46.56581594100175,
14903,66425802,렌탈,Normal,일반,2019-11-15,60,CMS,K1,96900,계약확정,0,없음,4.0,국민은행,정상,46.505780002285476,
14916,66428665,멤버십,TAS,렌탈재계약,2019-11-15,12,CMS,K1,66900,계약확정,0,없음,2.0,신한은행,정상,47.33660317460863,
14935,66768660,렌탈,Promotion,하이마트,2019-11-15,60,CMS,K1,105900,계약확정,0,없음,5.0,신한은행,정상,46.47933503919503,
14939,66197161,렌탈,Package,홈쇼핑/방송,2019-11-15,60,카드이체,K2,81900,계약확정,0,없음,2.0,롯데카드,정상,46.55691547841592,
14975,66769247,렌탈,Normal,서비스 방문,2019-11-15,60,CMS,K2,87900,계약확정,0,없음,2.0,부산은행,정상,46.553406578315,
14976,66765900,렌탈,Promotion,홈쇼핑/방송,2019-11-15,60,카드이체,K1,96900,계약확정,0,없음,2.0,롯데카드,정상,46.54814322816361,
14982,66159513,렌탈,Normal,서비스 방문,2019-11-15,60,CMS,K1,96900,계약확정,0,없음,1.0,국민은행,정상,46.56932484110268,
14997,66135565,렌탈,Extension_Rental,서비스 방문,2019-11-15,60,CMS,K1,96900,계약확정,0,없음,2.0,우리은행,정상,46.54814322816361,
15005,66767506,렌탈,Normal,홈쇼핑/방송,2019-11-15,60,카드이체,K1,96900,계약확정,0,없음,1.0,롯데카드,정상,46.56932484110268,
15018,66725595,렌탈,Promotion,서비스 방문,2019-11-15,60,CMS,K3,90900,계약확정,0,없음,1.0,하나은행,정상,46.5728337412036,
15059,66769077,렌탈,Normal,서비스 방문,2019-11-15,60,CMS,K1,96900,계약확정,0,없음,4.0,부산은행,정상,46.505780002285476,
15091,66768261,렌탈,Normal,서비스 방문,2019-11-15,60,CMS,K2,96900,계약확정,0,없음,1.0,국민은행,정상,46.56932484110268,
15101,66767467,렌탈,Promotion,렌탈총판,2019-11-15,60,CMS,K1,105900,계약확정,0,없음,1.0,농협은행,정상,46.56406149095129,
15105,66769008,렌탈,Promotion,영업방판,2019-11-15,60,카드이체,K1,105900,계약확정,0,없음,1.0,BC카드,정상,46.56406149095129,
15111,66429138,멤버십,TAS,렌탈재계약,2019-11-15,12,CMS,K1,66900,계약확정,0,없음,2.0,농협은행,정상,47.33660317460863,
15130,66766108,렌탈,Package,홈쇼핑/인터넷,2019-11-15,60,카드이체,K1,81900,계약확정,0,없음,1.0,롯데카드,정상,46.578097091354984,
15133,66768380,렌탈,Package,홈쇼핑/방송,2019-11-15,60,카드이체,K2,81900,계약확정,0,없음,4.0,롯데카드,정상,46.51455225253779,
15134,66769291,렌탈,Package,서비스 방문,2019-11-15,60,CMS,K1,104400,계약확정,0,없음,5.0,농협은행,정상,46.480212264220256,
